task_id,group,tail_score,source_share,synthetic_share,source_effect,synthetic_effect
openx_skill_bucket_01_cross_embodiment_skill,head,0.10500000000000001,0.22522584168980142,0.06494065191025782,0.967749269042653,0.9642654483393734
openx_skill_bucket_02_cross_embodiment_skill,head,0.1106558242014909,0.10653831485200278,0.03170814439567419,0.9631031058657031,0.9419255830934545
openx_skill_bucket_03_cross_embodiment_skill,head,0.1162218075632944,0.068758637690726,0.021129834790516683,0.9557374528763548,0.9199685417668736
openx_skill_bucket_04_cross_embodiment_skill,head,0.12174042116141498,0.05039569376250391,0.0159882104906145,0.9452304622231609,0.9017502571725695
openx_skill_bucket_05_cross_embodiment_skill,head,0.12722839114269227,0.039603230555481046,0.012966320792648096,0.9328791091022791,0.8864254579396538
openx_skill_bucket_06_cross_embodiment_skill,head,0.13269439201054828,0.032524817506835564,0.01098436513902736,0.9198117568947074,0.8730887329068749
openx_skill_bucket_07_cross_embodiment_skill,head,0.13814362111166772,0.027536728081346794,0.009587700099890505,0.9066764263977971,0.8611227399550486
openx_skill_bucket_08_cross_embodiment_skill,head,0.14357948852630412,0.02383861571861814,0.008552228638326482,0.8937905678669473,0.8501260589604152
openx_skill_bucket_09_cross_embodiment_skill,head,0.14896937692974072,0.020991153726111607,0.007754939280424652,0.8812831190019057,0.8398328678499836
droid_task_bucket_01_in_the_wild_manipulation,head,0.10713534463032831,0.020295757528221787,0.007560228345015503,0.9312714989117814,0.8955947403145338
openx_skill_bucket_10_cross_embodiment_skill,head,0.1543850300648207,0.018733469540490273,0.0071227877084506785,0.8692057166129119,0.8300672774934309
openx_skill_bucket_11_cross_embodiment_skill,head,0.15979277028368205,0.016901066813295493,0.00660971494483614,0.8575466162407206,0.820703378219619
openx_skill_bucket_12_cross_embodiment_skill,head,0.16519362911674668,0.015385176137075891,0.006185265555494652,0.8462797395313801,0.8116525089568635
openx_skill_bucket_13_cross_embodiment_skill,medium,0.1705884299060494,0.014111052204694398,0.0058285108544278335,0.8353711065755988,0.8028499230157339
openx_skill_bucket_14_cross_embodiment_skill,medium,0.1759778424859888,0.013025666025518296,0.005966774116011101,0.8247851817449351,0.7963131672521323
openx_skill_bucket_15_cross_embodiment_skill,medium,0.18136242058057495,0.012090371853550323,0.007140136593220894,0.814487893464003,0.7944767586112071
openx_skill_bucket_16_cross_embodiment_skill,medium,0.18674262831191485,0.011276352363182838,0.006912211135917999,0.8044479331986156,0.7863021701961564
openx_skill_bucket_17_cross_embodiment_skill,medium,0.19211885933565392,0.010561689193677453,0.006712105448456491,0.7946371810373577,0.7782282196399853
openx_skill_bucket_18_cross_embodiment_skill,medium,0.1974914509702498,0.009929420759467207,0.006535070286877622,0.7850306983653064,0.7702390692033905
openx_skill_bucket_19_cross_embodiment_skill,medium,0.2028606949987109,0.009366219483099023,0.00637737392949453,0.7756065164356033,0.7623219913261694
droid_task_bucket_02_in_the_wild_manipulation,head,0.11568028429311297,0.009082605883973225,0.004420545884625905,0.8919484838551666,0.8729018160367887
openx_skill_bucket_20_cross_embodiment_skill,medium,0.2082268457990777,0.008861471072038355,0.006236044374397544,0.7663453485899163,0.7544666476683417
openx_skill_bucket_21_cross_embodiment_skill,medium,0.21359012678631034,0.008406619315426323,0.006108685882546174,0.7572302818343382,0.7466645580114072
openx_skill_bucket_22_cross_embodiment_skill,medium,0.21895073547584248,0.007994691735519194,0.005993346160172178,0.7482464812029265,0.738908704075635
openx_skill_bucket_23_cross_embodiment_skill,medium,0.22430884746438384,0.007619950610642007,0.005888418645206566,0.7393809205809472,0.7311932302595305
openx_skill_bucket_24_cross_embodiment_skill,medium,0.2296646198066489,0.007277631730321085,0.005792569358716708,0.7306221410330789,0.7235132139477727
openx_skill_bucket_25_cross_embodiment_skill,medium,0.2349831935132304,0.006963747369628032,0.0057046817377226534,0.7219593288876621,0.7158639518689747
openx_skill_bucket_26_cross_embodiment_skill,medium,0.2403346958837087,0.006674934430725991,0.005623814114830082,0.713385050121158,0.7082429942226052
openx_skill_bucket_27_cross_embodiment_skill,medium,0.24568424230717872,0.006408337156842335,0.005549166878142658,0.7048906196381027,0.7006467356599883
openx_skill_bucket_28_cross_embodiment_skill,medium,0.25103193766219417,0.006161515496751303,0.0054800568133171685,0.6964690217923094,0.6930725566566502
openx_skill_bucket_29_cross_embodiment_skill,medium,0.25637787774428905,0.005932372056582658,0.006764156959348298,0.6881140107387937,0.6922069471663543
openx_skill_bucket_30_cross_embodiment_skill,medium,0.26172215024154794,0.005719094386174341,0.007233595139469021,0.679820012933128,0.6872722803108358
droid_task_bucket_03_in_the_wild_manipulation,head,0.12388957949688459,0.005674722256771002,0.0034663384690092826,0.8689297790154584,0.8587533948574309
openx_skill_bucket_31_cross_embodiment_skill,medium,0.2670648357641156,0.005520108139010855,0.007177878990263245,0.6715820412799504,0.6798027594855067
openx_skill_bucket_32_cross_embodiment_skill,medium,0.27240600842476936,0.00533403971169792,0.007125779830615624,0.6633956243889408,0.6723456674614752
openx_skill_bucket_33_cross_embodiment_skill,medium,0.27776573688302725,0.005159684738444843,0.007076960438104762,0.65515695545699,0.6648001684808517
openx_skill_bucket_34_cross_embodiment_skill,medium,0.28310408456996977,0.004995983462857511,0.007031124080940309,0.6470619668477244,0.6573645363023495
openx_skill_bucket_35_cross_embodiment_skill,medium,0.2884411104525003,0.004841999362513454,0.0069880085328439725,0.6390076167468854,0.6499382035142923
openx_skill_bucket_36_cross_embodiment_skill,medium,0.2937768691831813,0.0046969022344951405,0.006969127471019464,0.6309909440935594,0.6426281819714922
