task_id,source,synthetic_count,synthetic_share,tail_score,group,success_rate_reference
openx_skill_bucket_01_cross_embodiment_skill,qtail_pt_synthetic,6494.065191025781,0.06494065191025782,0.10500000000000001,head,0.86
openx_skill_bucket_02_cross_embodiment_skill,qtail_pt_synthetic,3170.814439567419,0.03170814439567419,0.1106558242014909,head,0.8527
openx_skill_bucket_03_cross_embodiment_skill,qtail_pt_synthetic,2112.9834790516684,0.021129834790516683,0.1162218075632944,head,0.8454
openx_skill_bucket_04_cross_embodiment_skill,qtail_pt_synthetic,1598.82104906145,0.0159882104906145,0.12174042116141498,head,0.8381
openx_skill_bucket_05_cross_embodiment_skill,qtail_pt_synthetic,1296.6320792648096,0.012966320792648096,0.12722839114269227,head,0.8308
openx_skill_bucket_06_cross_embodiment_skill,qtail_pt_synthetic,1098.4365139027361,0.01098436513902736,0.13269439201054828,head,0.8235
openx_skill_bucket_07_cross_embodiment_skill,qtail_pt_synthetic,958.7700099890505,0.009587700099890505,0.13814362111166772,head,0.8162
openx_skill_bucket_08_cross_embodiment_skill,qtail_pt_synthetic,855.2228638326483,0.008552228638326482,0.14357948852630412,head,0.8089
openx_skill_bucket_09_cross_embodiment_skill,qtail_pt_synthetic,775.4939280424652,0.007754939280424652,0.14896937692974072,head,0.8016
droid_task_bucket_01_in_the_wild_manipulation,qtail_pt_synthetic,756.0228345015503,0.007560228345015503,0.10713534463032831,head,0.86
openx_skill_bucket_10_cross_embodiment_skill,qtail_pt_synthetic,712.2787708450678,0.0071227877084506785,0.1543850300648207,head,0.7943
openx_skill_bucket_11_cross_embodiment_skill,qtail_pt_synthetic,660.971494483614,0.00660971494483614,0.15979277028368205,head,0.787
openx_skill_bucket_12_cross_embodiment_skill,qtail_pt_synthetic,618.5265555494651,0.006185265555494652,0.16519362911674668,head,0.7797
openx_skill_bucket_13_cross_embodiment_skill,qtail_pt_synthetic,582.8510854427833,0.0058285108544278335,0.1705884299060494,medium,0.7724
openx_skill_bucket_14_cross_embodiment_skill,qtail_pt_synthetic,596.6774116011101,0.005966774116011101,0.1759778424859888,medium,0.7651
openx_skill_bucket_15_cross_embodiment_skill,qtail_pt_synthetic,714.0136593220894,0.007140136593220894,0.18136242058057495,medium,0.7578
openx_skill_bucket_16_cross_embodiment_skill,qtail_pt_synthetic,691.2211135917998,0.006912211135917999,0.18674262831191485,medium,0.7505
openx_skill_bucket_17_cross_embodiment_skill,qtail_pt_synthetic,671.2105448456491,0.006712105448456491,0.19211885933565392,medium,0.7432
openx_skill_bucket_18_cross_embodiment_skill,qtail_pt_synthetic,653.5070286877622,0.006535070286877622,0.1974914509702498,medium,0.7359
openx_skill_bucket_19_cross_embodiment_skill,qtail_pt_synthetic,637.737392949453,0.00637737392949453,0.2028606949987109,medium,0.7286
droid_task_bucket_02_in_the_wild_manipulation,qtail_pt_synthetic,442.0545884625905,0.004420545884625905,0.11568028429311297,head,0.8502
openx_skill_bucket_20_cross_embodiment_skill,qtail_pt_synthetic,623.6044374397544,0.006236044374397544,0.2082268457990777,medium,0.7213
openx_skill_bucket_21_cross_embodiment_skill,qtail_pt_synthetic,610.8685882546174,0.006108685882546174,0.21359012678631034,medium,0.714
openx_skill_bucket_22_cross_embodiment_skill,qtail_pt_synthetic,599.3346160172177,0.005993346160172178,0.21895073547584248,medium,0.7067
openx_skill_bucket_23_cross_embodiment_skill,qtail_pt_synthetic,588.8418645206566,0.005888418645206566,0.22430884746438384,medium,0.6994
openx_skill_bucket_24_cross_embodiment_skill,qtail_pt_synthetic,579.2569358716709,0.005792569358716708,0.2296646198066489,medium,0.6921
openx_skill_bucket_25_cross_embodiment_skill,qtail_pt_synthetic,570.4681737722653,0.0057046817377226534,0.2349831935132304,medium,0.6848
openx_skill_bucket_26_cross_embodiment_skill,qtail_pt_synthetic,562.3814114830082,0.005623814114830082,0.2403346958837087,medium,0.6775
openx_skill_bucket_27_cross_embodiment_skill,qtail_pt_synthetic,554.9166878142657,0.005549166878142658,0.24568424230717872,medium,0.6702
openx_skill_bucket_28_cross_embodiment_skill,qtail_pt_synthetic,548.0056813317168,0.0054800568133171685,0.25103193766219417,medium,0.6629
openx_skill_bucket_29_cross_embodiment_skill,qtail_pt_synthetic,676.4156959348298,0.006764156959348298,0.25637787774428905,medium,0.6556
openx_skill_bucket_30_cross_embodiment_skill,qtail_pt_synthetic,723.3595139469021,0.007233595139469021,0.26172215024154794,medium,0.6483
droid_task_bucket_03_in_the_wild_manipulation,qtail_pt_synthetic,346.63384690092823,0.0034663384690092826,0.12388957949688459,head,0.8404
openx_skill_bucket_31_cross_embodiment_skill,qtail_pt_synthetic,717.7878990263245,0.007177878990263245,0.2670648357641156,medium,0.641
openx_skill_bucket_32_cross_embodiment_skill,qtail_pt_synthetic,712.5779830615623,0.007125779830615624,0.27240600842476936,medium,0.6337
openx_skill_bucket_33_cross_embodiment_skill,qtail_pt_synthetic,707.6960438104762,0.007076960438104762,0.27776573688302725,medium,0.6263
openx_skill_bucket_34_cross_embodiment_skill,qtail_pt_synthetic,703.1124080940309,0.007031124080940309,0.28310408456996977,medium,0.619
openx_skill_bucket_35_cross_embodiment_skill,qtail_pt_synthetic,698.8008532843972,0.0069880085328439725,0.2884411104525003,medium,0.6117
openx_skill_bucket_36_cross_embodiment_skill,qtail_pt_synthetic,696.9127471019464,0.006969127471019464,0.2937768691831813,medium,0.6044
