States, Raw probabilities(%)
0,0.0003119630456333849
1,0.0006796179605273412
10,0.004040639465775856
11,0.0010765480978998053
100,0.0032119910607079833
101,0.0014389771097920283
110,0.0021293034143201944
111,0.003217931476648432
1000,0.006303856592989479
1001,0.0025047247537641035
1010,0.00047362207579132345
1011,0.00019010852656896156
1100,0.0008284593219305642
1101,0.0007321993727073524
1110,0.0018792300540524016
1111,0.002163345176979871
10000,0.0011382285033821667
10001,0.0008478835873929876
10010,0.002920458747085074
10011,0.003402678883816466
10100,0.0027281851631533365
10101,0.0022414177740864927
10110,0.002723527848346909
10111,0.0017524756413699089
11000,0.004689499412408528
11001,0.005579277074079463
11010,0.0014165202698012106
11011,0.002195388059361951
11100,0.0013430575166207416
11101,0.0033506545588476966
11110,0.013498479440252849
11111,0.010128099755766439
100000,0.0016977953742060446
100001,0.0015939124006130122
100010,0.006455530688439995
100011,0.00023051039350428977
100100,0.0038292917664568796
100101,0.003386438885280077
100110,0.0021635868855143874
100111,0.007453041045134246
101000,0.004977667188177024
101001,0.0026726183127862425
101010,0.003139440946484309
101011,0.00015358690503084867
101100,0.002516269834900589
101101,0.0015491309902110218
101110,0.0016884516768185722
101111,0.00041710546708246697
110000,0.0058518254352355765
110001,0.017673787176399502
110010,0.006826757640980845
110011,0.0002909258341716923
110100,0.0005443823489183799
110101,0.003505373658979008
110110,0.0032393910553982852
110111,0.0017661641093222108
111000,0.012121070646871249
111001,0.00041365900607872886
111010,0.0015971365272751685
111011,0.0002537379652546747
111100,0.0018199833721593787
111101,0.00042493561960844933
111110,0.013947841650468903
111111,0.005206510183884173
1000000,0.00041542242840225696
1000001,0.0034891552264526694
1000010,0.0037275434027814703
1000011,0.0008036459696521426
1000100,0.0023397798796967973
1000101,0.0011529925809640386
1000110,0.002834287364200149
1000111,0.0068441362870661935
1001000,0.0026163825923592927
1001001,0.006531089031102176
1001010,0.0003215657589809543
1001011,0.010481532148379418
1001100,0.0006137754177124562
1001101,0.0009442286627941173
1001110,0.004462139006148266
1001111,0.006669813869938063
1010000,0.009514425625582384
1010001,0.0029094655842683732
1010010,0.0022649222327959483
1010011,0.0042523876553310185
1010100,0.005521457173782752
1010101,0.005501381674324905
1010110,0.00319097316874584
1010111,0.0015636301275412743
1011000,0.0012870557221352338
1011001,0.0012655193978748564
1011010,0.006344089241114037
1011011,0.007336269538199498
1011100,0.004281958279247656
1011101,0.004002297720316879
1011110,0.005011543213323934
1011111,0.0002188960131485233
1100000,0.0013174337236526155
1100001,0.005219665510664937
1100010,0.0016459880790081986
1100011,0.0004050064502423308
1100100,0.006151599418082315
1100101,0.0012595966002961869
1100110,0.0003380344799854836
1100111,9.331188714249914e-05
1101000,0.0010736898218448297
1101001,0.0031812116843193215
1101010,0.005540283340471009
1101011,0.0005398377143022236
1101100,0.0013362389582739016
1101101,0.0024740303911516834
1101110,0.002601127183229451
1101111,0.002911373978666867
1110000,0.0007981841650040344
1110001,0.0001093671680943645
1110010,0.0005579317740889718
1110011,0.001560408520210535
1110100,0.0005010688153605002
1110101,0.008474999598778241
1110110,0.0016855512361308343
1110111,0.0005745280907593548
1111000,0.0018624262734612024
1111001,0.0013694469643137602
1111010,0.0013843110678956913
1111011,0.004157140116885044
1111100,0.019909514159763036
1111101,0.00048451200387081614
1111110,0.004247007099119839
1111111,0.006029353383770625
10000000,0.0028678737126238483
10000001,0.008765055287588834
10000010,0.0028224610101978457
10000011,0.0043077257338957065
10000100,0.0003947285764920419
10000101,0.001008691233822109
10000110,0.003739711792603326
10000111,0.000813047429232313
10001000,0.0018126256889841124
10001001,0.005340391617084418
10001010,0.002153566852435738
10001011,0.008989481937876628
10001100,0.0038561274570173974
10001101,0.0038189844052154594
10001110,0.0025577852323153934
10001111,0.0014242526079929832
10010000,0.0010430497615230851
10010001,0.004138718514419904
10010010,0.004679747114087802
10010011,0.0046893267431770995
10010100,0.0006846295546493341
10010101,0.006488900371226882
10010110,0.0021943018052121154
10010111,0.00042529494710193133
10011000,0.0016295838850358983
10011001,0.001397520516419144
10011010,0.0008455917273005476
10011011,0.0024377983099592164
10011100,0.0032641203220248748
10011101,0.0035289169804095244
10011110,0.006092074098660749
10011111,0.0003676610026426923
10100000,0.006289271536708925
10100001,0.0006081907416937958
10100010,0.0020141974421126877
10100011,0.00029265034195823125
10100100,0.002508332950380192
10100110,0.006016520296378804
10100111,0.010114318508835658
10101000,0.0007161573309004674
10101001,0.006078337555661548
10101010,0.006429227213747244
10101011,0.0013325887861535691
10101100,0.0007164481426278812
10101101,0.004346274100775938
10101110,0.005187833845502135
10101111,0.0013790062341896801
10110000,0.006253861102525499
10110001,0.005106130773146629
10110010,0.0008983606843766962
10110011,0.009956578942576367
10110100,0.001895990951735211
10110101,0.0033375015640505286
10110110,0.005418455607657787
10110111,0.005495720714385039
10111000,0.0032178192338482097
10111001,0.0035082471300067436
10111010,0.001955182908466808
10111011,0.0005997260770036276
10111100,0.0023605275655877713
10111101,0.004515189564854657
10111110,2.5977288372553886e-05
10111111,0.0006787165547731194
11000000,0.007608005774346635
11000001,0.004069704483968518
11000010,0.006093857857017367
11000011,0.0006846477432300236
11000100,0.009819460456566727
11000101,0.00015268262262704946
11000110,0.006533630328712272
11000111,0.005171735078140252
11001000,0.00048045266116787243
11001001,0.01245984706707426
11001010,2.5675426365046954e-05
11001011,0.001460525156389086
11001100,0.004410156535424212
11001101,0.0023393182128839123
11001110,0.005204157834582462
11001111,0.00787223108469654
11010000,0.01577075504177154
11010001,0.0008157243762211818
11010010,0.012787064896835655
11010011,0.005397510388809569
11010100,0.007698327231777456
11010101,0.0030608072666299135
11010110,0.0032833511964758524
11010111,0.007090703856843617
11011000,0.0023606852209189866
11011001,0.00270635252413619
11011010,0.00010296081535031566
11011011,0.005804597846449126
11011100,0.0026518536187608672
11011101,0.0023756079136578244
11011110,0.002630457865351014
11011111,0.005002026192282098
11100000,0.00035942324558143777
11100001,0.008209125092046366
11100010,0.0008994762313230764
11100011,0.001736226617334521
11100100,0.005839043436773784
11100101,0.004801655949180969
11100110,0.0063980873853935
11100111,0.002954080642620316
11101000,0.002361274337945835
11101001,0.0024666580719231172
11101010,0.004036041445159536
11101011,0.002959264654995056
11101100,0.005983403429662177
11101101,0.001969006297213618
11101110,0.005665469830324462
11101111,0.004293333198433096
11110000,0.008057621720116313
11110001,0.004638661664644347
11110010,0.004385377015628744
11110011,0.000974276722556017
11110100,0.00019022429555402633
11110101,0.0015124197212774081
11110110,0.003122774231279692
11110111,0.0003957968112680372
11111000,0.005597754052737322
11111001,0.0033983500115138546
11111010,0.002032251619570476
11111011,0.0022982596448459587
11111100,0.0007905984485373519
11111101,0.0036245577823223497
11111110,0.00010318210929356037
11111111,0.001021245223982163
100000000,0.006010157713358912
100000001,0.0041783654344432295
100000010,0.0048644025161426185
100000011,0.004966220592416501
100000100,0.008373850161167304
100000101,0.001833875467392709
100000110,0.007294660695029957
100000111,0.0011658580638185942
100001000,0.0028714660189894958
100001001,0.0003330447604124528
100001010,0.0006294188707673977
100001011,0.01460583968989041
100001100,0.0020668391704655336
100001101,0.002450966435970602
100001110,0.00706224736136494
100001111,0.0156250281298664
100010000,0.0028785292753756232
100010001,0.008136463595969775
100010010,0.002777091592297408
100010011,0.004101270924994235
100010100,0.0013254766615064066
100010101,0.0034768614836094666
100010110,0.0006132669783201215
100010111,0.0005541926262500448
100011000,0.007335968813282583
100011001,0.0016314161119979275
100011010,0.006900895397876453
100011011,0.00024520184202034707
100011100,0.0020508960085310543
100011101,0.000264732919472843
100011110,0.00025873995174344525
100011111,0.0005371865164175595
100100000,0.00017182542048828817
100100001,0.001454218134716081
100100010,0.005288726925798809
100100011,0.00039618766338775233
100100100,0.003903517496593299
100100101,0.004533491240620927
100100110,0.00042516623951849747
100100111,0.017040577782648888
100101000,0.001058870422830824
100101001,0.004515952614559344
100101010,0.004054570042126946
100101011,0.008539260701461788
100101100,0.00017640526997935878
100101101,0.0024494355349483675
100101110,0.0025063880286939756
100101111,0.008343134138549143
100110000,0.0016853101281064883
100110001,0.0015080429420436332
100110010,0.021497346708130943
100110011,0.005631953888484876
100110100,0.00038013507057459834
100110101,0.012400429986159605
100110110,0.0026116275380517933
100110111,0.0009731557687414693
100111000,0.004022491991908226
100111001,0.0007419844245382253
100111010,0.002746441469150449
100111011,0.0013796566732510221
100111100,0.007136576937304991
100111101,0.0012750480387399901
100111110,0.001704026538842396
100111111,0.0005266964334093666
101000000,0.008377375886934034
101000001,0.006592495931083373
101000010,0.0008327175159732961
101000011,0.007920090266202313
101000100,0.0068717021104178514
101000101,0.006193199230793397
101000110,0.004883727914001528
101000111,0.0023711816813041004
101001000,0.010911439737825365
101001001,0.0003003296373132621
101001010,0.014212118112631232
101001011,0.006709561307856541
101001100,0.0001327465311917677
101001101,0.0009337344670329535
101001110,0.0016808078806955632
101001111,6.948682302774901e-05
101010000,0.003276971912599935
101010001,0.010343834284892129
101010010,0.007024959013150249
101010011,0.0012937761615696751
101010100,0.0018035087809931604
101010101,0.010361424363828649
101010110,0.0002451356547434582
101010111,0.002922888346727605
101011000,0.002597204916033091
101011010,0.0019327057752761107
101011011,0.0023913678450049004
101011100,0.0007037358465517855
101011101,0.0016993173998939835
